"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"TP53",36,4,6,0,193,61,0,21,0,321,307,307
"TTN",15,3,0,0,580,25,0,1,0,624,262,262
"MUC16",8,6,0,0,368,37,0,0,0,419,253,253
"CSMD3",12,3,0,0,340,44,0,12,0,411,242,242
"RYR2",10,3,0,0,323,22,0,0,0,358,209,209
"LRP1B",6,3,0,0,291,21,0,11,0,332,200,200
"ZFHX4",7,2,0,0,233,20,0,0,1,263,192,192
"USH2A",9,0,0,0,254,15,0,9,0,287,179,179
"KRAS",0,0,0,0,162,1,0,0,0,163,158,158
"FLG",3,2,0,0,195,15,0,0,0,215,144,144
"XIRP2",9,1,0,0,163,11,0,1,0,185,144,144
"SPTA1",7,2,1,0,135,19,0,5,0,169,131,131
"COL11A1",1,0,0,0,124,14,0,16,0,155,124,124
"NAV3",9,0,0,0,133,3,0,5,0,150,118,118
"FAT3",3,0,0,0,147,14,0,0,0,164,117,117
"ANK2",4,0,0,0,134,8,0,3,0,149,116,116
"ZNF536",2,2,0,0,128,15,0,2,0,149,116,116
"CSMD1",6,0,0,0,120,10,0,0,0,136,112,112
"MUC17",3,1,0,0,134,6,0,2,0,146,111,111
"APOB",1,0,0,0,129,5,0,0,0,135,110,110
"PCLO",7,0,0,0,116,9,0,0,0,132,107,107
"ADAMTS12",3,2,0,0,109,14,0,2,0,130,105,105
"TNR",2,2,0,0,109,10,0,2,0,125,105,105
"PCDH15",4,0,0,0,133,11,0,2,0,150,104,104
"DNAH9",4,0,2,0,105,9,0,6,0,126,102,102
"PAPPA2",4,0,0,0,132,10,0,0,0,146,101,101
"KEAP1",10,1,0,0,82,5,0,3,0,101,100,100
"HMCN1",3,9,0,0,91,8,0,7,0,118,97,97
"RYR1",0,2,0,0,105,7,0,4,0,118,97,97
"PCDH11X",2,0,0,0,105,9,0,0,0,116,96,96
"NPAP1",3,1,0,0,106,4,0,0,0,114,96,96
"ADGRG4",1,1,0,0,91,16,0,1,0,110,95,95
"FAT4",0,0,1,0,99,4,0,0,0,104,95,95
"CACNA1E",1,0,0,0,114,7,0,0,0,122,94,94
"PTPRD",3,0,0,0,100,9,0,3,0,115,94,94
"RYR3",1,0,0,0,110,5,0,0,0,116,93,93
"FBN2",9,0,0,0,88,12,0,4,0,113,92,92
"CDH10",4,0,0,0,96,9,0,1,0,110,92,92
"ERICH3",1,0,0,0,89,9,0,7,0,106,91,91
"RP1L1",1,1,0,0,102,7,0,0,0,111,90,90
"ABCA13",3,0,0,0,88,8,0,0,0,99,89,89
"LRRC7",3,2,0,0,82,10,0,5,0,102,88,88
"SI",2,0,0,0,96,8,0,2,0,108,87,87
"ASTN1",5,0,0,0,94,7,0,2,0,108,85,85
"EGFR",2,0,30,8,63,1,0,0,0,104,85,85
"NALCN",2,0,0,0,88,7,0,3,0,100,85,85
"RELN",1,1,0,0,91,4,0,3,0,100,85,85
"RIMS2",1,1,0,0,87,8,0,1,0,98,85,85
"ZNF804A",2,0,0,0,80,16,0,0,0,98,84,84
"DMD",2,0,0,0,96,14,0,2,0,114,82,82
"MXRA5",1,0,0,0,94,6,0,0,0,101,82,82
"VCAN",1,2,0,0,95,9,0,0,0,107,81,81
"CSMD2",4,0,0,0,83,5,0,1,0,93,81,81
"ASPM",1,1,1,0,81,2,0,0,0,86,81,81
"AHNAK2",11,1,0,0,106,3,0,0,0,121,80,80
"NRXN1",2,2,0,0,88,3,0,0,0,95,80,80
"PXDNL",3,1,0,0,82,6,0,0,0,92,80,80
"PKHD1L1",1,0,0,0,91,4,0,0,0,96,78,78
"OBSCN",3,0,0,0,74,10,0,0,0,87,78,78
"FAM135B",1,1,0,0,78,6,0,3,0,89,77,77
"CNTNAP5",0,1,0,0,90,3,0,0,0,94,76,76
"CNTNAP2",1,1,0,0,80,5,0,3,0,90,76,76
"BRINP3",2,1,0,0,80,6,0,2,1,92,75,75
"SYNE1",4,1,0,0,74,5,0,3,0,87,75,75
"FLG2",0,0,0,0,78,8,0,0,0,86,75,75
"PEG3",3,1,0,0,68,6,0,1,0,79,75,75
"DST",5,0,0,0,79,10,0,0,0,94,74,74
"SYNE2",2,1,2,0,73,8,0,0,0,86,74,74
"ASXL3",1,0,0,0,78,8,1,0,0,88,73,73
"TSHZ3",1,0,0,0,76,10,0,0,0,87,73,73
"DNAH5",1,1,0,0,70,4,0,10,0,86,73,73
"PKHD1",1,0,0,0,78,3,0,4,0,86,73,73
"TNN",0,0,0,0,72,10,0,2,0,84,73,73
"TENM1",2,0,0,0,75,5,0,5,0,87,72,72
"PLPPR4",2,0,0,0,73,3,0,1,0,79,72,72
"NLRP3",3,0,0,0,73,7,0,1,0,84,71,71
"PCDH10",3,0,0,0,74,4,0,0,0,81,71,71
"EPHA5",4,0,0,0,65,6,0,4,0,79,71,71
"MYH1",3,0,0,0,61,12,0,1,0,77,71,71
"MYH8",6,1,1,0,63,4,0,2,0,77,71,71
"SORCS1",1,0,0,0,69,8,0,2,0,80,70,70
"ZNF831",4,0,0,0,74,6,0,0,0,84,69,69
"COL3A1",0,0,0,0,63,5,0,9,0,77,69,69
"ADGRB3",1,1,0,0,64,2,0,4,0,72,69,69
"AHNAK",5,1,0,0,57,9,0,0,0,72,69,69
"HERC2",3,0,0,0,72,3,0,1,0,79,68,68
"MYH2",0,0,0,0,64,13,0,1,0,78,68,68
"CDH12",1,0,0,0,68,7,1,0,0,77,68,68
"LRP2",2,1,0,0,76,1,0,0,0,80,67,67
"TLR4",1,0,0,0,62,7,0,1,0,71,67,67
"LAMA2",3,0,0,0,65,5,0,2,0,75,66,66
"SNTG1",3,1,0,0,60,1,0,6,0,71,66,66
"STK11",18,6,1,0,23,20,0,0,0,68,66,66
"UNC79",1,1,0,0,77,3,0,3,0,85,65,65
"TG",2,2,0,0,66,9,0,2,0,81,65,65
"COL6A3",0,1,1,0,69,2,0,1,0,74,65,65
"CTNND2",2,0,0,0,65,4,0,2,0,73,65,65
"SETBP1",6,1,0,0,59,6,0,1,0,73,65,65
"PRDM9",1,0,0,0,59,8,0,4,0,72,65,65
"AFF2",3,0,0,0,63,9,0,2,0,77,64,64
"FMN2",2,0,1,0,64,6,0,1,0,74,64,64
"FAM47C",5,1,0,0,70,5,0,0,0,81,63,63
"CUBN",3,1,0,0,61,7,0,3,0,75,63,63
"PRUNE2",1,0,0,0,72,2,0,0,0,75,63,63
"NF1",12,2,0,0,32,15,0,11,0,72,63,63
"MRC1",2,1,0,0,54,6,0,4,0,67,63,63
"CPS1",3,1,0,0,59,1,2,0,0,66,63,63
"TAF1L",1,0,0,0,67,7,0,0,0,75,62,62
"HECW1",1,1,0,0,65,5,0,2,0,74,62,62
"LAMA1",3,1,1,0,61,3,0,4,0,73,62,62
"CTNNA2",2,2,0,0,61,4,0,3,0,72,62,62
"ZFPM2",0,0,0,0,65,4,0,0,0,69,62,62
"DNAH8",3,1,0,0,57,5,0,2,0,68,62,62
"ROBO2",0,0,0,0,61,3,0,1,0,65,62,62
"PTPRZ1",3,1,0,0,67,1,0,2,0,74,61,61
"HRNR",1,0,0,0,62,8,0,0,0,71,61,61
"COL12A1",1,0,0,0,60,6,0,2,0,69,61,61
"NCKAP5",0,0,0,0,63,5,0,0,0,68,61,61
"SVEP1",1,0,0,0,58,7,0,0,0,66,61,61
"ANKRD30A",2,0,0,0,55,6,0,0,0,63,61,61
"DOCK2",1,0,0,0,66,8,0,1,0,76,60,60
"ADAMTS20",2,0,0,0,65,4,0,0,0,71,60,60
"COL22A1",4,0,0,0,56,3,0,8,0,71,60,60
"ADGRL3",4,0,0,0,61,4,0,0,0,69,60,60
"TENM2",3,0,0,0,62,3,0,0,0,68,60,60
"DNAH7",3,1,0,0,56,5,0,2,0,67,60,60
"KIAA1109",1,0,0,0,53,9,0,2,0,65,60,60
"CDH18",3,0,0,0,58,2,0,1,0,64,60,60
"FAT1",5,2,0,0,56,5,0,0,0,68,59,59
"PCDH17",3,0,0,0,59,6,0,0,0,68,59,59
"CRB1",2,2,0,0,56,4,0,1,0,65,59,59
"LTBP1",1,0,0,0,57,4,0,3,0,65,59,59
"NEB",3,1,0,0,64,5,0,0,0,73,58,58
"DCDC1",2,1,0,0,57,6,0,1,0,67,58,58
"SLITRK2",2,0,0,0,64,1,0,0,0,67,58,58
"CDH9",2,0,0,0,56,4,0,3,0,65,58,58
"COL5A2",1,1,0,0,51,3,0,5,0,61,58,58
"PLEC",2,0,1,0,55,2,0,0,0,60,58,58
"ZNF521",3,0,0,0,58,10,0,0,0,71,57,57
"ITGA8",0,1,0,0,62,3,0,2,0,68,57,57
"SPHKAP",2,0,0,0,59,3,0,1,0,65,57,57
"KCNT2",2,0,0,0,55,5,0,1,0,63,57,57
"ZNF804B",1,1,0,0,55,4,0,0,0,61,57,57
"SPEF2",2,1,0,0,58,1,0,4,0,66,56,56
"SORCS3",3,0,0,0,48,6,0,6,0,63,56,56
"TPTE",1,0,0,0,52,2,0,5,0,60,56,56
"GRIN2B",2,1,0,0,52,3,0,1,0,59,56,56
"OVCH1",4,0,0,0,58,4,0,0,0,66,55,55
"HCN1",1,0,0,0,60,3,0,0,0,64,55,55
"ASTN2",1,0,0,0,54,7,0,1,0,63,55,55
"GRIN2A",5,1,0,0,51,3,0,2,0,62,55,55
"MAGEC1",2,0,0,0,55,4,0,1,0,62,55,55
"EPHA6",3,0,0,0,54,4,0,0,0,61,55,55
"FAM47A",2,2,0,0,55,6,0,0,0,65,54,54
"PTPRT",1,0,0,0,52,9,0,3,0,65,54,54
"ZAN",3,0,0,0,57,4,0,0,0,64,54,54
"LPA",2,0,0,0,49,3,0,4,1,59,54,54
"THSD7A",1,1,0,0,50,6,0,0,0,58,54,54
"TEX15",2,0,0,0,45,9,0,1,0,57,54,54
"LRFN5",1,0,1,0,47,7,0,0,0,56,54,54
"MGAM",1,0,0,0,50,4,0,0,0,55,54,54
"ANK1",1,0,0,0,58,11,0,1,0,71,53,53
"KMT2C",2,3,0,0,52,4,0,2,0,63,53,53
"PKD1L1",1,0,0,0,54,3,0,1,0,59,53,53
"MMP16",3,0,0,0,50,3,0,2,0,58,53,53
"TIAM1",0,0,0,0,48,8,0,2,0,58,53,53
"DNAH3",0,0,0,0,53,3,0,1,0,57,53,53
"LYST",1,1,0,0,49,3,0,1,1,56,53,53
"ADAMTS16",0,0,0,0,41,10,0,4,0,55,53,53
"GPR158",1,1,0,0,58,4,0,1,0,65,52,52
"MUC5B",8,0,0,0,55,1,0,0,0,64,52,52
"CNTNAP4",0,0,0,0,55,8,0,0,0,63,52,52
"PDZRN3",0,6,0,0,53,1,0,1,0,61,52,52
"EPHA3",1,0,0,0,52,5,0,2,0,60,52,52
"HGF",2,1,0,0,54,2,0,1,0,60,52,52
"NOTCH4",0,0,0,0,55,3,0,1,0,59,52,52
"TENM3",0,0,0,0,52,7,0,0,0,59,52,52
"HYDIN",4,0,0,0,51,2,0,1,0,58,52,52
"MYH7",2,0,0,0,47,7,0,1,0,57,52,52
"MYO18B",2,0,0,0,53,2,0,0,0,57,52,52
"NELL1",2,1,0,0,50,3,0,1,0,57,52,52
"PLCB1",0,0,0,0,47,2,6,2,0,57,52,52
"SLC8A1",2,0,0,0,52,2,0,0,0,56,52,52
"GRM1",1,0,0,0,52,2,0,0,0,55,52,52
"UNC13C",1,1,0,0,58,0,0,0,1,61,51,51
"GRM8",3,0,0,0,53,2,0,1,0,59,51,51
"SPEG",1,1,0,0,46,11,0,0,0,59,51,51
"ZP4",2,1,0,0,50,2,0,2,1,58,51,51
"SPATA31D1",1,0,0,0,52,4,0,0,0,57,51,51
"COL14A1",1,0,0,0,50,4,0,1,0,56,51,51
"FAM47B",1,0,0,0,49,6,0,0,0,56,51,51
"KIF2B",1,1,0,0,50,4,0,0,0,56,51,51
"TRPS1",1,1,0,0,49,4,0,0,0,55,51,51
"BRAF",0,0,1,0,50,2,0,1,0,54,51,51
"SPATA31A1",0,0,0,0,49,5,0,0,0,54,51,51
"CDH7",2,2,0,0,45,3,0,1,0,53,51,51
"ZNF208",2,0,0,0,50,8,0,0,0,60,50,50
"GRID2",4,0,0,0,45,8,0,2,0,59,50,50
"COL19A1",2,0,0,0,50,3,0,3,0,58,50,50
"DNAH11",0,1,0,0,54,3,0,0,0,58,50,50
"DSCAM",1,1,0,0,50,3,0,2,0,57,50,50
"FER1L6",5,1,0,1,46,3,0,1,0,57,50,50
"LRRIQ1",1,1,0,0,51,4,0,0,0,57,50,50
"BIRC6",1,1,5,0,47,2,0,0,0,56,50,50
"KLHL1",3,0,0,0,44,8,0,1,0,56,50,50
"MROH2B",1,1,0,0,48,5,0,0,0,55,50,50
"TRPA1",1,0,0,0,45,9,0,0,0,55,50,50
"WDFY3",2,2,0,0,39,4,0,5,0,52,50,50
"VPS13C",1,0,0,0,39,6,1,4,0,51,50,50
"SLITRK1",1,0,0,0,54,2,0,0,0,57,49,49
"SLC39A12",0,0,0,0,49,7,0,0,0,56,49,49
"F8",2,1,0,0,42,10,0,0,0,55,49,49
"MMRN1",2,0,0,0,50,3,0,0,0,55,49,49
"SMARCA4",4,0,0,0,27,17,0,6,0,54,49,49
"NTRK3",0,0,0,0,51,1,0,1,0,53,49,49
"HEPH",0,0,0,0,47,3,0,2,0,52,49,49
"DCAF4L2",4,1,0,0,41,5,0,0,0,51,49,49
"MACF1",1,0,0,0,53,5,0,1,0,60,48,48
"LRRC4C",3,1,0,0,46,7,0,0,0,57,48,48
"ITGAX",2,1,0,0,45,4,0,4,0,56,48,48
"LAMB4",1,0,0,0,51,1,0,3,0,56,48,48
"ZNF423",7,1,0,0,45,3,0,0,0,56,48,48
"ADGRV1",4,0,0,0,44,7,0,0,0,55,48,48
"CDH6",0,0,0,0,51,4,0,0,0,55,48,48
"ABCB5",1,0,0,0,47,4,0,2,0,54,48,48
"FCGBP",1,0,1,0,46,4,0,1,0,53,48,48
"THSD7B",2,0,0,0,46,4,0,0,0,52,48,48
"ACTN2",0,0,0,0,50,1,0,0,0,51,48,48
"CRACD",3,2,0,0,42,3,0,0,0,50,48,48
"PLXNA4",3,0,0,0,53,0,0,1,0,57,47,47
"L1CAM",0,0,1,0,50,1,0,4,0,56,47,47
"SLIT2",3,0,1,0,45,3,0,2,0,54,47,47
"ATRNL1",2,0,0,0,47,3,0,1,0,53,47,47
"KDR",1,0,0,0,44,3,0,5,0,53,47,47
"MYH4",2,0,0,0,43,8,0,0,0,53,47,47
"CACNA2D1",1,0,1,0,46,3,0,1,0,52,47,47
"NRXN3",0,6,0,0,43,2,0,0,0,51,47,47
"EYS",1,0,0,0,38,6,0,4,1,50,47,47
"STAB2",1,6,0,0,36,5,0,2,0,50,47,47
"KCNB2",1,0,0,0,47,1,0,0,0,49,47,47
"GRM5",0,0,1,0,43,3,0,0,0,47,47,47
"FLNC",0,1,0,0,54,1,0,1,0,57,46,46
"NBAS",0,0,0,0,41,4,0,9,0,54,46,46
"NLRP14",3,1,0,0,48,1,0,1,0,54,46,46
"OTOGL",1,1,0,0,43,7,0,0,0,52,46,46
"LRRTM4",2,0,0,0,46,3,0,0,0,51,46,46
"F5",1,1,0,0,43,5,0,0,0,50,46,46
"KIAA1549L",1,1,0,0,46,0,0,0,0,48,46,46
"CHL1",0,1,0,0,45,4,0,2,0,52,45,45
"DISP3",0,0,0,0,44,1,0,7,0,52,45,45
"FRAS1",0,0,0,0,48,4,0,0,0,52,45,45
"MAP2",2,1,0,0,42,6,0,1,0,52,45,45
"FSTL5",1,0,0,0,46,4,0,0,0,51,45,45
"KCNU1",0,1,0,0,39,11,0,0,0,51,45,45
"PPP1R3A",0,0,0,0,43,8,0,0,0,51,45,45
"TRRAP",6,0,0,0,43,2,0,0,0,51,45,45
"VPS13B",5,0,1,0,41,2,0,2,0,51,45,45
"HUWE1",2,0,0,0,45,2,0,1,0,50,45,45
"PCDHB7",0,0,0,0,48,2,0,0,0,50,45,45
"COL4A2",1,0,0,0,32,9,0,7,0,49,45,45
"CDH8",1,0,1,0,40,5,0,0,0,47,45,45
"PCDHB8",1,0,0,0,44,2,0,0,0,47,45,45
"PDGFRA",0,0,0,0,44,3,0,0,0,47,45,45
"SCN3A",2,0,0,0,43,1,0,1,0,47,45,45
"POM121L12",0,0,0,0,44,1,0,0,0,45,45,45
"STYXL2",2,1,0,0,44,6,0,0,0,53,44,44
"NLGN4X",1,2,0,0,47,2,0,0,0,52,44,44
"ERBB4",0,0,0,0,41,5,0,4,0,50,44,44
"OR2W3",0,0,0,0,43,5,0,0,0,48,44,44
"PTPRB",0,0,0,0,41,7,0,0,0,48,44,44
"MYH13",2,0,0,0,40,5,0,0,0,47,44,44
"OR4A15",2,1,0,0,41,2,0,0,1,47,44,44
"RP1",1,1,0,0,44,1,0,0,0,47,44,44
"FSCB",1,0,0,0,37,8,0,0,0,46,44,44
"SACS",1,0,0,0,38,7,0,0,0,46,44,44
"TMPRSS15",1,0,0,0,38,3,0,2,0,44,44,44
"ADAMTSL3",1,2,1,0,42,8,0,2,0,56,43,43
"SALL1",2,0,0,0,49,1,0,0,0,52,43,43
"FAT2",4,1,0,0,41,4,0,0,0,50,43,43
"BOD1L1",1,0,0,0,48,0,0,0,0,49,43,43
"GRM7",0,0,0,0,45,2,0,2,0,49,43,43
"SLITRK4",1,0,0,0,44,2,0,0,0,47,43,43
"TLL1",2,0,0,0,32,8,0,5,0,47,43,43
"DGKB",2,5,0,0,28,11,0,0,0,46,43,43
"SCN10A",3,0,0,0,38,4,0,0,0,45,43,43
"COL5A1",3,0,0,0,38,4,0,7,0,52,42,42
"SETD2",7,4,0,0,22,17,0,2,0,52,42,42
"SEMA5A",0,1,0,0,41,6,0,2,0,50,42,42
"ATM",5,1,1,0,29,9,0,4,0,49,42,42
"TMTC1",2,0,0,0,42,3,0,2,0,49,42,42
"LCT",1,0,0,0,45,2,0,0,0,48,42,42
"PCDHGA2",1,1,0,0,44,2,0,0,0,48,42,42
"SLITRK3",2,0,0,0,42,3,0,0,0,47,42,42
"UNC5D",0,0,0,0,43,3,0,1,0,47,42,42
"EPHA7",1,0,0,0,43,2,0,0,0,46,42,42
"RBM10",6,3,0,0,9,20,0,6,0,44,42,42
"ZDBF2",0,0,2,0,41,1,0,0,0,44,42,42
"ZEB1",1,0,0,0,39,4,0,0,0,44,42,42
"ADAMTS2",1,0,0,0,40,2,0,0,0,43,42,42
"KCNH1",3,1,0,0,35,3,0,1,0,43,42,42
"MYH6",1,0,0,0,42,0,0,0,0,43,42,42
"ABCA12",0,0,0,0,37,5,0,0,0,42,42,42
"CD163",1,1,0,0,42,6,0,2,0,52,41,41
"KCNA4",2,1,0,0,44,3,0,0,0,50,41,41
"KALRN",1,0,0,0,41,7,0,0,0,49,41,41
"ALMS1",1,1,0,0,44,2,0,0,0,48,41,41
"SCN2A",0,0,0,0,44,2,0,1,0,47,41,41
"CACNA1C",0,0,0,0,41,5,0,0,0,46,41,41
"DLGAP2",0,1,0,0,43,2,0,0,0,46,41,41
"ZNF479",0,0,0,0,37,8,0,1,0,46,41,41
"ADGRL2",0,0,0,0,40,4,0,1,0,45,41,41
"CPED1",0,1,0,0,42,1,0,1,0,45,41,41
"DMBT1",0,0,2,0,40,3,0,0,0,45,41,41
"USP29",0,1,0,0,40,4,0,0,0,45,41,41
"ADCY8",0,0,0,0,42,0,0,2,0,44,41,41
"FCRL5",1,3,0,0,38,1,0,1,0,44,41,41
"NDST4",2,0,0,0,38,2,1,1,0,44,41,41
"PRKDC",0,0,0,0,35,9,0,0,0,44,41,41
"SIPA1L2",1,1,0,0,35,5,0,2,0,44,41,41
"TRPC4",0,0,0,0,42,2,0,0,0,44,41,41
"ADCY2",0,0,0,0,36,3,0,4,0,43,41,41
"IGSF1",1,0,0,0,38,4,0,0,0,43,41,41
"MYCBP2",1,0,0,0,40,0,0,2,0,43,41,41
"NLRP12",0,1,0,0,41,1,0,0,0,43,41,41
"REG3A",3,0,0,0,37,0,0,3,0,43,41,41
"COL6A6",0,3,0,0,39,4,0,0,0,46,40,40
"MYT1L",3,0,0,0,39,2,0,1,0,45,40,40
"CFAP47",0,0,1,0,35,8,0,0,0,44,40,40
"CNTN5",2,0,0,0,39,3,0,0,0,44,40,40
"TRPM6",0,1,0,0,32,6,0,5,0,44,40,40
"FRMPD4",1,2,0,0,38,1,0,0,0,42,40,40
"OR2G2",1,0,0,0,36,5,0,0,0,42,40,40
"TRHDE",1,1,0,0,35,2,0,3,0,42,40,40
"UBR4",2,0,0,0,35,3,0,2,0,42,40,40
"ABCA10",0,0,0,0,33,8,0,0,0,41,40,40
"ABCB1",1,0,0,0,36,3,0,1,0,41,40,40
"F13A1",1,0,0,0,36,2,0,2,0,41,40,40
"KMT2D",1,0,0,0,35,5,0,0,0,41,40,40
"AMER1",2,0,0,0,42,2,0,0,0,46,39,39
"CLCN1",0,2,0,0,40,1,1,2,0,46,39,39
"LRP1",0,1,0,0,43,0,0,1,0,45,39,39
"NLRP5",0,1,0,0,41,3,0,0,0,45,39,39
"PTPRN2",1,0,0,0,34,2,0,8,0,45,39,39
"DYNC1H1",1,0,0,3,31,9,0,0,0,44,39,39
"EPHB1",1,0,0,0,39,4,0,0,0,44,39,39
"OR2L8",2,0,0,0,42,0,0,0,0,44,39,39
"SRCAP",3,0,0,0,37,3,0,1,0,44,39,39
"TMEM132D",0,0,0,0,37,7,0,0,0,44,39,39
"AKAP6",3,0,0,0,29,9,0,2,0,43,39,39
"EPHB6",1,0,0,0,40,2,0,0,0,43,39,39
"OR6F1",2,0,0,0,39,2,0,0,0,43,39,39
"FBXL7",0,0,0,0,41,1,0,0,0,42,39,39
"NLRP13",0,0,0,0,36,6,0,0,0,42,39,39
"DSG3",0,1,0,0,32,4,0,4,0,41,39,39
"SEMA6D",0,0,0,0,35,2,1,3,0,41,39,39
"BCHE",2,1,0,0,32,4,0,0,1,40,39,39
"OR4C15",1,0,0,0,36,3,0,0,0,40,39,39
"OR5L1",0,0,0,0,39,1,0,0,0,40,39,39
"SPAG17",1,1,0,0,29,8,0,1,0,40,39,39
"ACAN",0,0,0,0,38,1,0,0,0,39,39,39
"DSCAML1",0,0,0,0,32,6,0,1,0,39,39,39
"ZEB2",4,0,0,0,37,7,0,0,0,48,38,38
"MDGA2",1,0,0,0,39,5,0,1,0,46,38,38
"ALK",1,0,0,0,36,6,0,1,0,44,38,38
"DCC",1,0,0,0,33,8,0,1,0,43,38,38
"MGA",6,2,0,0,19,16,0,0,0,43,38,38
"DYSF",0,0,0,1,36,5,0,0,0,42,38,38
"FAM83B",0,0,0,0,41,1,0,0,0,42,38,38
"FREM1",2,1,0,0,36,3,0,0,0,42,38,38
"LAMA4",2,0,0,0,34,1,0,4,0,41,38,38
"MYH3",2,0,0,0,34,4,0,1,0,41,38,38
"NBEA",2,0,0,0,36,3,0,0,0,41,38,38
"TENM4",0,0,0,0,39,2,0,0,0,41,38,38
"ADGRL4",1,0,0,0,35,1,0,3,0,40,38,38
"CCDC178",1,0,0,0,36,2,0,1,0,40,38,38
"GLI3",0,0,0,0,37,3,0,0,0,40,38,38
"PCDHGA3",1,2,0,0,35,2,0,0,0,40,38,38
"CHD6",2,0,0,0,30,6,0,1,0,39,38,38
"PCDHA3",0,0,0,0,37,2,0,0,0,39,38,38
"ROR2",7,0,0,0,31,1,0,0,0,39,38,38
"OR2M5",1,0,0,0,36,0,0,0,1,38,38,38
"SAGE1",2,0,0,0,30,5,0,1,0,38,38,38
"HDAC9",1,1,0,0,38,5,0,0,0,45,37,37
"NID1",0,0,0,0,42,2,0,1,0,45,37,37
"COL4A1",2,0,0,0,38,1,0,1,0,42,37,37
"GRIK2",0,0,0,0,38,1,1,2,0,42,37,37
"KCNH8",1,0,0,0,32,8,0,1,0,42,37,37
"DCAF12L2",0,0,0,0,37,4,0,0,0,41,37,37
"MYO16",0,0,0,0,39,2,0,0,0,41,37,37
"OR4C16",10,0,0,0,31,0,0,0,0,41,37,37
"PLCL1",2,1,0,0,35,3,0,0,0,41,37,37
"GRIN3A",2,0,0,0,36,2,0,0,0,40,37,37
"KCNH5",1,0,0,0,33,6,0,0,0,40,37,37
"KCNH7",3,0,0,0,32,5,0,0,0,40,37,37
"OTOF",1,0,0,0,35,2,0,2,0,40,37,37
"ANK3",0,0,1,0,35,3,0,0,0,39,37,37
"CDH23",0,0,0,0,38,1,0,0,0,39,37,37
"FHOD3",1,0,0,0,26,12,0,0,0,39,37,37
"OR4C46",0,0,0,0,37,1,0,0,0,38,37,37
"PCDHB4",0,0,0,0,38,0,0,0,0,38,37,37
"RB1",4,7,1,0,10,10,0,6,0,38,37,37
"SAMD9L",11,0,0,0,27,0,0,0,0,38,37,37
"ST6GAL2",1,0,0,0,37,0,0,0,0,38,37,37
"CENPF",0,0,0,0,39,5,0,1,0,45,36,36
"IGSF10",0,0,0,0,35,9,0,0,0,44,36,36
"SCN1A",0,0,0,0,39,4,0,1,0,44,36,36
"ATRX",1,0,0,0,32,9,0,1,0,43,36,36
"COL24A1",3,1,0,0,29,4,0,5,0,42,36,36
"COL4A5",1,0,0,0,33,7,0,1,0,42,36,36
"MED12",0,1,0,0,35,4,0,1,0,41,36,36
"CFH",1,0,0,0,35,2,0,2,0,40,36,36
"COL1A2",2,0,0,0,33,3,0,2,0,40,36,36
"NAV2",1,0,0,0,34,3,0,2,0,40,36,36
"NEXMIF",0,0,0,0,38,2,0,0,0,40,36,36
"SEZ6L",0,0,0,0,36,4,0,0,0,40,36,36
"SLITRK6",0,0,0,0,38,2,0,0,0,40,36,36
"BRWD3",0,0,0,0,37,1,0,1,0,39,36,36
"COL7A1",0,0,0,0,32,2,0,5,0,39,36,36
"GABRA4",1,1,0,0,36,0,0,1,0,39,36,36
"INSRR",4,0,0,0,32,2,0,1,0,39,36,36
"PDE1C",0,0,0,0,32,5,0,2,0,39,36,36
"PTPRC",2,1,0,1,30,3,0,2,0,39,36,36
"SLIT3",0,0,0,0,36,2,0,1,0,39,36,36
"COL15A1",0,0,0,0,29,3,0,6,0,38,36,36
"OR14A16",0,0,1,0,37,0,0,0,0,38,36,36
"PIK3CG",2,0,0,0,31,1,0,4,0,38,36,36
"SGIP1",2,0,0,0,34,0,0,2,0,38,36,36
"TMEM132B",0,0,0,0,33,5,0,0,0,38,36,36
"NRCAM",1,0,0,0,31,4,1,0,0,37,36,36
"PCDHB12",0,0,0,0,37,0,0,0,0,37,36,36
"SEMA3A",0,0,0,0,32,3,0,2,0,37,36,36
"TCHH",1,0,0,0,35,1,0,0,0,37,36,36
"TPO",2,0,0,0,33,2,0,0,0,37,36,36
"CMTR2",3,1,0,0,14,18,0,0,0,36,36,36
"ITIH6",1,0,0,0,33,2,0,0,0,36,36,36
"ITPRID1",2,1,0,0,30,3,0,0,0,36,36,36
"OR2M4",0,0,0,0,33,3,0,0,0,36,36,36
"PTCHD4",0,0,0,0,35,1,0,0,0,36,36,36
"TRPV5",0,0,0,0,32,2,0,2,0,36,36,36
"NLRP4",1,0,0,0,40,0,0,2,0,43,35,35
"COL4A6",0,0,0,0,38,1,0,2,0,41,35,35
"DOCK10",0,0,0,0,35,5,0,0,0,40,35,35
"KLHL4",1,1,0,0,34,4,0,0,0,40,35,35
"TRPM1",0,0,0,0,35,4,0,1,0,40,35,35
"ZIC4",1,0,0,0,36,3,0,0,0,40,35,35
"ABCC9",2,0,0,0,34,1,0,2,0,39,35,35
"CHRM2",2,2,0,0,33,2,0,0,0,39,35,35
"MYOM2",0,0,0,0,33,5,0,1,0,39,35,35
"OR2M3",3,0,0,0,33,2,0,0,1,39,35,35
