"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"APC",114,60,0,0,51,282,0,13,0,520,325,325
"TP53",22,6,4,1,190,29,0,10,0,262,245,245
"TTN",40,11,3,0,614,69,0,2,0,739,223,223
"KRAS",0,0,0,0,194,0,0,0,0,194,192,192
"SYNE1",11,11,0,2,249,28,0,7,0,308,136,136
"MUC16",10,5,1,0,300,21,0,0,0,337,135,135
"PIK3CA",0,0,5,0,157,2,0,0,0,164,135,135
"FAT4",10,4,0,0,186,17,0,0,0,217,112,112
"RYR2",10,3,0,0,174,18,0,0,0,205,99,99
"CSMD3",15,1,0,0,111,11,0,3,0,141,95,95
"ZFHX4",14,6,1,0,109,5,0,0,0,135,94,94
"DNAH5",21,2,0,0,113,7,1,6,0,150,92,92
"OBSCN",14,2,0,0,132,2,0,0,0,150,92,92
"LRP1B",9,7,0,0,119,23,0,1,0,159,86,86
"PCLO",12,2,1,1,92,8,0,0,0,116,82,82
"RYR3",7,1,0,0,111,9,0,2,0,130,80,80
"DNAH11",9,10,0,0,94,18,0,2,0,133,79,79
"USH2A",5,2,0,0,112,8,0,2,0,129,77,77
"FAT3",8,6,0,0,114,5,0,0,0,133,76,76
"ABCA13",5,4,0,0,93,18,0,0,0,120,76,76
"FBXW7",9,6,0,0,57,17,0,0,0,89,76,76
"DST",9,2,1,0,115,23,0,0,0,150,75,75
"CSMD1",0,1,0,0,114,17,0,0,0,132,74,74
"RYR1",5,4,0,0,80,2,0,1,0,92,74,74
"NEB",6,0,2,0,139,7,0,0,0,154,73,73
"ADGRV1",10,2,0,0,95,7,0,0,0,114,73,73
"DOCK3",44,0,0,0,45,0,0,0,0,89,73,73
"MDN1",16,4,1,0,77,12,0,2,0,112,70,70
"KMT2D",22,6,0,0,60,9,0,0,0,97,70,70
"CACNA1E",2,3,0,0,77,4,0,1,0,87,70,70
"LRP2",4,3,0,0,88,9,0,1,0,105,68,68
"ATM",19,4,1,0,54,14,0,4,0,96,68,68
"RNF43",51,3,1,0,21,4,0,1,0,81,68,68
"BRAF",2,4,1,0,63,2,0,1,0,73,67,67
"ANK3",21,9,0,0,60,5,0,3,0,98,65,65
"DMD",6,0,0,0,76,9,0,5,0,96,65,65
"SOX9",17,22,4,0,27,7,0,2,0,79,65,65
"ARID1A",30,7,0,0,17,17,0,1,0,72,65,65
"SACS",12,7,0,0,80,16,0,0,0,115,64,64
"MUC5B",17,5,1,0,75,0,0,0,0,98,64,64
"PCDH15",4,1,1,0,76,6,0,2,0,90,64,64
"FLG",1,3,0,0,77,4,0,0,0,85,64,64
"SDK1",1,0,0,0,72,2,0,0,0,75,64,64
"SYNE2",9,4,2,0,76,9,0,3,0,103,63,63
"CSMD2",5,2,0,0,78,4,0,2,0,91,63,63
"AMER1",11,5,0,0,18,33,0,0,0,67,63,63
"HYDIN",6,3,0,0,70,3,0,2,0,84,62,62
"DNAH8",11,3,2,0,90,12,0,0,0,118,61,61
"DNAH10",8,2,0,0,94,3,0,0,0,107,61,61
"HMCN1",4,1,0,0,81,12,0,4,0,102,61,61
"KIAA1109",8,3,0,0,74,3,0,1,0,89,60,60
"TNXB",5,0,0,0,65,5,0,0,0,75,60,60
"VPS13B",4,1,0,0,70,3,0,2,0,80,59,59
"TRPS1",3,1,0,0,64,2,0,1,0,71,59,59
"ACVR2A",43,1,3,0,12,6,0,1,0,66,59,59
"XIRP2",6,3,0,0,84,12,0,0,0,105,58,58
"MACF1",4,4,0,0,79,7,0,1,0,95,58,58
"COL6A3",6,0,0,0,79,3,0,2,0,90,58,58
"ANK2",8,2,0,0,65,7,0,0,0,82,58,58
"HERC2",10,0,0,0,62,4,0,1,0,77,58,58
"FAT2",7,0,0,0,82,1,0,0,0,90,57,57
"NBEA",14,3,1,0,59,10,0,1,0,88,57,57
"MYCBP2",8,0,0,0,63,10,0,2,0,83,57,57
"KMT2C",12,2,0,1,53,8,0,1,0,77,57,57
"UNC13C",7,1,0,0,57,12,0,0,0,77,57,57
"PCDH17",1,1,0,0,71,2,0,0,0,75,57,57
"DSCAM",2,0,0,0,61,6,0,1,0,70,57,57
"ZFHX3",4,4,0,0,54,2,0,0,0,64,57,57
"BMPR2",41,1,0,0,23,11,0,4,0,80,56,56
"SPTA1",1,1,0,0,77,1,0,0,0,80,56,56
"KMT2B",15,3,1,0,48,9,0,0,0,76,56,56
"COL12A1",4,3,0,0,74,3,0,3,0,87,55,55
"DNAH3",6,0,0,0,63,16,0,0,0,85,55,55
"DNAH17",9,0,0,0,71,3,0,0,0,83,55,55
"TENM3",4,1,0,0,69,7,0,0,0,81,55,55
"CUBN",8,2,0,0,59,2,0,3,0,74,55,55
"DNAH2",7,0,0,0,82,5,0,2,0,96,54,54
"AHNAK2",8,4,0,0,63,5,0,0,0,80,54,54
"FRY",2,3,0,0,66,5,0,3,0,79,54,54
"LAMA2",9,5,1,0,51,10,0,2,0,78,54,54
"HECTD4",7,0,2,0,48,7,0,0,0,64,54,54
"DNAH9",8,0,0,0,67,16,0,1,0,92,53,53
"LRP1",8,1,0,0,69,3,0,2,0,83,53,53
"PRKDC",17,3,3,0,44,12,0,1,0,80,53,53
"ASPM",11,6,0,0,53,9,0,0,0,79,53,53
"ROBO2",7,7,0,0,46,5,0,2,0,67,53,53
"DNAH7",14,3,1,0,57,7,0,1,0,83,52,52
"FAT1",5,4,1,0,69,2,0,0,0,81,52,52
"NIPBL",15,1,2,0,42,6,0,0,0,66,52,52
"DNAH1",0,0,0,0,75,1,0,0,0,76,51,51
"PCDH9",4,1,0,0,57,5,0,0,0,67,51,51
"NRXN1",5,3,0,0,56,2,0,0,0,66,51,51
"NALCN",3,0,0,0,57,1,0,3,0,64,51,51
"NFASC",17,0,0,0,35,4,0,0,0,56,51,51
"NAV3",12,1,0,0,58,3,0,2,0,76,50,50
"LRRK2",12,2,0,0,52,9,0,0,0,75,50,50
"ASH1L",20,1,0,0,47,3,0,0,0,71,50,50
"SCN1A",1,2,0,0,49,16,0,3,0,71,50,50
"IGF2R",10,1,1,0,54,2,0,0,0,68,50,50
"COL5A1",11,1,0,0,47,2,0,4,0,65,50,50
"LAMA1",5,0,0,0,56,3,0,1,0,65,50,50
"SMAD4",6,3,1,0,44,6,0,1,0,61,50,50
"FRYL",3,2,1,0,45,5,0,1,0,57,50,50
"UNC79",13,1,0,0,57,6,0,1,0,78,49,49
"ZDBF2",17,0,1,0,46,6,0,0,1,71,49,49
"RIMS1",4,1,0,0,51,14,0,0,0,70,49,49
"RELN",1,0,1,0,63,4,0,0,0,69,49,49
"SRCAP",16,7,1,0,40,2,0,1,0,67,49,49
"FCGBP",3,0,0,0,58,4,0,0,0,65,49,49
"FLNC",4,2,0,0,53,4,0,2,0,65,49,49
"COL6A6",1,0,0,1,55,2,0,0,0,59,49,49
"DSCAML1",8,0,0,0,51,0,0,0,0,59,49,49
"RNF213",5,1,2,0,50,0,0,1,0,59,49,49
"ERBB4",6,2,0,0,46,2,0,2,0,58,49,49
"TSHZ3",4,2,0,0,49,0,0,1,0,56,49,49
"DYNC2H1",4,0,0,0,65,19,0,0,0,88,48,48
"COL11A1",7,2,0,0,50,3,0,4,0,66,48,48
"BSN",6,0,0,0,56,1,0,0,0,63,48,48
"FNDC1",1,2,0,0,54,2,0,1,0,60,48,48
"PLXNA4",5,0,0,0,50,3,0,2,0,60,48,48
"MUC17",0,1,0,0,54,3,0,0,0,58,48,48
"PCDH10",7,3,0,0,47,1,0,0,0,58,48,48
"HECW1",1,1,0,0,46,3,0,3,0,54,48,48
"ZNF536",3,1,0,0,48,0,0,0,0,52,48,48
"APOB",6,2,0,0,74,6,0,1,0,89,47,47
"AKAP9",9,5,0,0,45,12,0,0,0,71,47,47
"PCDH11X",3,0,0,0,61,7,0,0,0,71,47,47
"FREM2",2,2,0,0,61,2,0,0,0,67,47,47
"PKHD1",2,5,1,0,53,5,0,0,0,66,47,47
"DYSF",10,3,0,0,44,4,0,2,0,63,47,47
"CREBBP",6,1,0,0,45,6,0,2,0,60,47,47
"TRRAP",4,2,0,0,52,2,0,0,0,60,47,47
"MXRA5",2,0,0,0,55,0,0,0,0,57,47,47
"TENM1",3,2,0,0,41,5,0,3,0,54,47,47
"TNC",2,1,0,0,42,6,0,2,0,53,47,47
"ZNF831",14,1,0,0,36,2,0,0,0,53,47,47
"TCF7L2",9,3,0,0,29,8,0,3,0,52,47,47
"PKHD1L1",4,1,0,0,60,7,0,1,0,73,46,46
"VPS13A",8,1,1,0,54,2,0,2,0,68,46,46
"PDZD2",5,7,1,0,43,4,0,0,0,60,46,46
"FRAS1",8,0,0,0,47,4,0,0,0,59,46,46
"GRIK2",13,1,0,0,38,4,0,0,0,56,46,46
"PTPRT",6,0,1,0,40,7,0,0,0,54,46,46
"ROBO1",3,0,0,0,43,5,0,0,0,51,46,46
"CMYA5",6,0,0,0,62,9,0,0,0,77,45,45
"AHNAK",2,3,0,0,59,3,0,0,0,67,45,45
"DOCK2",0,1,0,0,55,8,0,3,0,67,45,45
"CDH10",10,4,0,0,49,2,0,1,0,66,45,45
"DYNC1H1",4,2,0,0,53,2,0,2,0,63,45,45
"MEGF8",14,2,0,0,45,2,0,0,0,63,45,45
"ANKRD11",5,2,2,0,48,1,0,0,0,58,45,45
"CHD7",7,1,0,0,45,3,0,0,0,56,45,45
"MKI67",3,1,0,0,52,0,0,0,0,56,45,45
"ABCA1",5,0,0,0,50,0,0,0,0,55,45,45
"SVIL",20,3,1,0,30,1,0,0,0,55,45,45
"TMEM132D",8,1,0,0,46,0,0,0,0,55,45,45
"RIMS2",5,2,0,0,38,6,0,1,0,52,45,45
"TECTA",0,2,0,0,45,3,0,0,0,50,45,45
"BIRC6",9,1,0,0,58,8,0,0,0,76,44,44
"KMT2A",8,3,0,0,45,7,0,0,0,63,44,44
"LRRIQ1",5,5,0,0,39,10,0,4,0,63,44,44
"MAP2",7,3,0,0,45,4,0,1,0,60,44,44
"SCN9A",1,2,0,0,49,7,0,0,0,59,44,44
"COL7A1",10,1,0,0,43,3,0,1,0,58,44,44
"SPEG",9,5,2,0,39,3,0,0,0,58,44,44
"FBN2",7,3,0,0,45,2,0,0,0,57,44,44
"MYO18B",6,0,0,0,46,3,0,0,0,55,44,44
"FBN3",11,0,1,0,38,4,0,0,0,54,44,44
"VWF",1,0,0,0,50,1,0,1,0,53,44,44
"PAPPA2",1,0,0,0,47,3,0,0,0,51,44,44
"VCAN",1,1,0,0,65,4,0,2,0,73,43,43
"VPS13C",17,1,0,0,49,4,0,0,0,71,43,43
"ABCA12",4,4,0,0,48,4,0,2,0,62,43,43
"ROS1",5,2,0,0,48,4,1,2,0,62,43,43
"SCN7A",5,3,0,0,46,8,0,0,0,62,43,43
"MYO15A",6,1,0,0,50,0,0,3,0,60,43,43
"CACNA1A",12,5,0,0,38,2,0,0,0,57,43,43
"MYH9",0,0,0,1,50,2,0,4,0,57,43,43
"TRIO",15,2,0,0,35,2,0,1,0,55,43,43
"TAF1L",6,2,0,0,44,2,0,0,0,54,43,43
"DCHS1",3,3,0,0,46,0,0,0,0,52,43,43
"LAMA5",4,2,1,0,44,1,0,0,0,52,43,43
"BCL9",12,3,1,0,29,5,0,1,0,51,43,43
"GLI3",2,2,0,0,42,4,1,0,0,51,43,43
"MAGEC1",1,1,0,0,48,1,0,0,0,51,43,43
"BNC2",4,0,0,0,40,5,0,0,0,49,43,43
"ATP10A",1,0,0,0,40,6,0,0,0,47,43,43
"CNOT1",4,0,0,0,60,4,0,0,0,68,42,42
"FBN1",0,0,0,0,58,8,0,1,0,67,42,42
"HERC1",3,1,1,0,45,13,0,0,0,63,42,42
"RP1",13,1,0,0,43,4,0,0,0,61,42,42
"MAP1B",3,3,0,0,45,5,0,3,0,59,42,42
"SPAG17",3,1,3,0,44,7,0,1,0,59,42,42
"RIF1",8,5,1,0,38,5,0,0,0,57,42,42
"COL27A1",7,0,0,0,42,0,0,5,0,54,42,42
"FN1",2,1,0,0,46,4,0,0,0,53,42,42
"SCN5A",2,0,0,0,50,0,0,0,0,52,42,42
"TNR",0,1,0,0,47,4,0,0,0,52,42,42
"CACNA1H",8,0,0,0,41,0,0,1,0,50,42,42
"GRIN2A",5,0,0,0,44,0,0,0,0,49,42,42
"TENM2",2,0,0,0,46,1,0,0,0,49,42,42
"CTNNA2",1,0,0,0,42,5,0,0,0,48,42,42
"MTOR",2,0,0,0,43,3,0,0,0,48,42,42
"COL22A1",3,0,0,0,38,3,0,3,0,47,42,42
"KANSL1",13,0,0,0,28,5,0,1,0,47,42,42
"TNS1",4,0,0,0,41,1,0,1,0,47,42,42
"NAV2",2,0,0,0,42,0,1,1,0,46,42,42
"TEX15",9,1,0,0,54,3,0,0,0,67,41,41
"MYO3A",9,2,0,0,42,6,0,1,0,60,41,41
"REV3L",13,0,0,0,41,5,0,0,0,59,41,41
"A2ML1",0,1,0,0,51,4,0,2,0,58,41,41
"MGA",8,7,3,0,32,6,0,1,0,57,41,41
"ADGRL3",1,4,0,0,44,3,0,0,0,52,41,41
"CNTNAP5",5,1,0,0,43,1,0,0,0,50,41,41
"SDK2",5,0,0,0,45,0,0,0,0,50,41,41
"AKAP12",7,0,0,0,37,5,0,0,0,49,41,41
"MBD6",30,2,0,0,13,0,0,2,1,48,41,41
"PTPRK",10,1,0,0,31,3,0,3,0,48,41,41
"MAP3K4",11,2,0,0,30,3,0,0,0,46,41,41
"HUWE1",0,1,0,0,42,2,0,0,0,45,41,41
"IGSF9B",5,6,0,0,34,0,0,0,0,45,41,41
"PTPRS",5,0,0,0,39,0,0,0,0,44,41,41
"NRXN2",3,1,0,0,36,0,0,2,0,42,41,41
"DLC1",6,2,0,0,49,4,0,0,0,61,40,40
"PLEC",3,2,0,0,47,6,0,0,0,58,40,40
"SPEF2",6,3,0,0,39,7,0,3,0,58,40,40
"CDH9",2,2,0,0,45,2,0,5,0,56,40,40
"ZNF292",8,1,0,0,40,7,0,0,0,56,40,40
"BCL9L",28,3,0,0,19,1,0,1,0,52,40,40
"BRWD3",4,0,0,0,39,7,0,2,0,52,40,40
"CDH23",2,1,1,0,48,0,0,0,0,52,40,40
"SCN11A",5,1,0,0,44,2,0,0,0,52,40,40
"EPG5",8,0,0,0,38,3,0,2,0,51,40,40
"MAP1A",7,4,0,0,40,0,0,0,0,51,40,40
"UBR4",3,0,1,0,43,4,0,0,0,51,40,40
"MYO16",9,0,0,0,36,5,0,0,0,50,40,40
"ITPR3",5,0,2,0,40,2,0,0,0,49,40,40
"MINAR1",25,0,0,0,21,3,0,0,0,49,40,40
"ADAMTS16",0,1,0,0,43,4,0,0,0,48,40,40
"KALRN",3,0,0,0,39,2,0,4,0,48,40,40
"KIF21A",12,1,2,0,32,1,0,0,0,48,40,40
"PCDHB8",0,2,0,0,42,3,0,0,0,47,40,40
"PXDN",8,4,0,0,32,3,0,0,0,47,40,40
"BCORL1",23,3,0,0,17,2,0,0,0,45,40,40
"ZBTB20",27,0,0,0,16,0,0,0,0,43,40,40
"ADAMTS2",3,4,0,0,32,0,0,3,0,42,40,40
"CUX2",2,3,1,0,35,1,0,0,0,42,40,40
"EVC2",1,1,0,0,35,2,0,2,0,41,40,40
"SETX",8,1,0,0,46,7,0,3,0,65,39,39
"F8",4,4,0,0,44,7,0,1,0,60,39,39
"SCN3A",4,1,1,0,41,5,0,2,0,54,39,39
"NCKAP5",2,0,0,0,45,6,0,0,0,53,39,39
"ITPR1",2,0,0,0,46,4,0,0,0,52,39,39
"USP34",8,2,0,0,34,8,0,0,0,52,39,39
"EP400",5,1,0,0,40,4,0,0,0,50,39,39
"TG",3,1,0,0,43,2,0,0,0,49,39,39
"CACNA1B",1,0,0,0,47,0,0,0,0,48,39,39
"CELSR1",9,0,0,0,36,2,0,1,0,48,39,39
"PCDHA2",2,0,0,0,46,0,0,0,0,48,39,39
"PCNT",1,0,0,0,43,2,0,1,0,47,39,39
"TRIOBP",6,3,1,0,33,1,0,0,0,44,39,39
"CHD4",2,2,0,0,34,2,0,2,0,42,39,39
"RP1L1",1,2,0,0,38,1,0,0,0,42,39,39
"NOS1",3,0,0,0,35,3,0,0,0,41,39,39
"GOLGB1",6,3,2,0,31,22,0,0,0,64,38,38
"MYH8",1,2,0,0,54,1,0,1,0,59,38,38
"ALMS1",4,0,0,0,49,3,0,0,0,56,38,38
"SVEP1",1,0,0,0,55,0,0,0,0,56,38,38
"CHD8",7,5,0,0,37,4,0,0,0,53,38,38
"DSEL",2,2,1,0,44,4,0,0,0,53,38,38
"CNTN6",4,3,0,0,41,1,0,0,0,49,38,38
"PRDM9",0,0,0,0,39,10,0,0,0,49,38,38
"ADGRL2",2,3,0,0,39,4,0,0,0,48,38,38
"FHOD3",16,1,0,0,26,4,0,0,0,47,38,38
"NLRP7",2,0,0,0,41,2,0,2,0,47,38,38
"STAB1",9,4,1,0,31,2,0,0,0,47,38,38
"CDK12",8,1,0,0,35,1,0,0,0,45,38,38
"FLNB",10,5,0,0,28,2,0,0,0,45,38,38
"OTOGL",3,1,0,0,38,3,0,0,0,45,38,38
"UBR5",11,3,0,0,25,4,0,1,0,44,38,38
"PAPPA",2,1,0,0,39,0,0,1,0,43,38,38
"ARFGEF1",10,1,0,0,20,10,0,1,0,42,38,38
"GALNT17",0,0,0,0,38,4,0,0,0,42,38,38
"EPHA5",1,3,0,0,32,5,0,0,0,41,38,38
"DMXL2",6,2,0,0,46,6,0,0,0,60,37,37
"NLRC5",9,2,1,0,33,7,0,5,0,57,37,37
"CENPF",5,2,1,0,45,1,0,1,0,55,37,37
"AKAP6",6,0,0,0,43,4,0,0,0,53,37,37
"NUP205",2,1,1,0,36,9,0,2,0,51,37,37
"SPEN",13,2,0,1,33,2,0,0,0,51,37,37
"USP9X",5,3,0,0,35,6,0,2,0,51,37,37
"ADAMTS20",3,2,0,0,29,14,0,0,0,48,37,37
"CHD6",5,0,0,0,37,4,1,1,0,48,37,37
"DIDO1",6,0,0,0,40,0,0,2,0,48,37,37
"ERICH3",3,5,0,0,38,2,0,0,0,48,37,37
"ADCY8",0,2,0,0,40,4,0,1,0,47,37,37
"CNTNAP4",3,0,0,0,41,3,0,0,0,47,37,37
"DAPK1",9,3,0,0,32,3,0,0,0,47,37,37
"GCN1",7,0,2,0,35,3,0,0,0,47,37,37
"MYH7",1,0,1,0,43,0,0,0,0,45,37,37
"EPHA3",7,0,0,0,34,3,0,0,0,44,37,37
"SPHKAP",2,1,0,0,38,3,0,0,0,44,37,37
"ACACB",3,1,1,1,35,2,0,0,0,43,37,37
"ARAP2",3,1,1,0,27,10,0,1,0,43,37,37
"KIF26B",1,0,0,0,42,0,0,0,0,43,37,37
"PCDHA8",0,0,0,0,42,1,0,0,0,43,37,37
"BCOR",11,3,0,0,19,8,0,0,0,41,37,37
"KCNB2",3,2,0,0,30,5,0,0,0,40,37,37
"WDFY3",7,0,0,0,43,3,0,4,0,57,36,36
"ADGRG4",4,5,0,0,46,0,0,1,0,56,36,36
"CEP290",14,1,0,0,31,8,0,0,0,54,36,36
"IGSF10",5,0,0,0,49,0,0,0,0,54,36,36
"LRRC7",3,5,0,0,41,3,0,1,0,53,36,36
"POLE",5,0,1,0,43,0,0,1,0,50,36,36
"ATRX",3,3,0,0,40,1,0,1,0,48,36,36
"FAM135B",0,0,0,0,46,2,0,0,0,48,36,36
"CADPS",0,2,0,0,41,2,0,1,0,46,36,36
"ABCA4",1,0,0,0,33,10,0,1,0,45,36,36
"SALL1",4,2,0,0,38,1,0,0,0,45,36,36
"DCC",0,0,0,0,39,5,0,0,0,44,36,36
"LAMA3",7,0,1,0,34,0,0,2,0,44,36,36
"PXDNL",2,0,0,0,38,4,0,0,0,44,36,36
"TCERG1",14,3,0,0,22,5,0,0,0,44,36,36
"THSD7A",5,4,1,0,29,3,0,1,0,43,36,36
"GREB1",2,0,0,0,38,2,0,0,0,42,36,36
"SCN2A",0,2,0,0,38,2,0,0,0,42,36,36
"TRIP12",7,3,0,0,24,4,0,4,0,42,36,36
"LPA",2,1,0,0,28,9,0,1,0,41,36,36
"PCDHA12",3,0,0,0,38,0,0,0,0,41,36,36
"THSD7B",6,1,0,0,31,2,1,0,0,41,36,36
"AFF2",2,1,0,0,36,0,0,1,0,40,36,36
"MYH14",5,1,0,0,32,2,0,0,0,40,36,36
"TULP4",4,2,0,0,30,3,0,1,0,40,36,36
"ZNF423",0,0,0,0,39,0,0,0,0,39,36,36
"DCAF4L2",0,0,0,0,35,3,0,0,0,38,36,36
"BRCA2",7,4,1,0,38,6,0,1,0,57,35,35
"CHD9",10,3,0,0,39,3,0,0,0,55,35,35
"PEG3",1,1,0,0,47,3,0,0,0,52,35,35
"ACACA",1,1,0,0,40,4,0,1,0,47,35,35
"CACNA1D",7,1,2,0,30,7,0,0,0,47,35,35
"CACNA1G",6,1,0,0,39,1,0,0,0,47,35,35
"POLQ",7,2,0,0,36,2,0,0,0,47,35,35
"FLNA",6,0,0,0,36,2,0,2,0,46,35,35
"CACNA1C",2,3,0,0,40,0,0,0,0,45,35,35
"PKDREJ",4,2,0,0,37,2,0,0,0,45,35,35
"ARID2",9,1,1,1,27,3,0,2,0,44,35,35
"LARP4B",21,1,0,0,19,2,0,1,0,44,35,35
"ZNF804B",1,2,0,0,38,3,0,0,0,44,35,35
"STAB2",3,1,0,0,35,3,0,1,0,43,35,35
"YLPM1",12,0,1,0,26,4,0,0,0,43,35,35
"CHD3",11,0,0,0,23,5,0,3,0,42,35,35
"CPAMD8",8,2,0,0,31,0,0,0,0,41,35,35
"MYO5A",0,1,0,0,36,4,0,0,0,41,35,35
"PRUNE2",1,0,1,0,36,2,0,0,0,40,35,35
"FMN2",2,0,0,0,36,1,0,0,0,39,35,35
"AKAP13",3,4,0,0,29,2,0,0,0,38,35,35
"ALK",2,0,0,0,32,3,0,0,0,37,35,35
"CNTNAP2",1,1,0,0,32,1,0,2,0,37,35,35
"RIMBP2",1,0,0,0,35,1,0,0,0,37,35,35
"MED12",1,0,0,1,32,1,0,1,0,36,35,35
"SPTB",0,0,3,0,32,1,0,0,0,36,35,35
"LYST",3,2,0,0,44,1,0,3,0,53,34,34
"MYH2",1,1,0,0,42,3,0,2,0,49,34,34
"PTPRZ1",3,0,0,0,43,2,0,1,0,49,34,34
"VPS13D",0,0,0,0,44,3,0,0,0,47,34,34
"TCHH",0,0,0,0,43,3,0,0,0,46,34,34
"ZC3H13",8,3,0,0,23,11,0,1,0,46,34,34
"COL4A1",2,2,0,0,31,4,0,6,0,45,34,34
"TIAM1",1,0,0,0,36,8,0,0,0,45,34,34
"DLG2",1,0,0,0,38,3,0,2,0,44,34,34
"MED12L",7,1,0,1,29,6,0,0,0,44,34,34
"PCDH18",2,1,0,0,39,1,0,1,0,44,34,34
"PREX2",3,1,0,0,36,2,0,1,0,43,34,34
"DOCK5",6,2,0,0,33,0,0,1,0,42,34,34
"NCOR1",2,0,0,0,35,4,0,1,0,42,34,34
"NOTCH3",4,3,0,0,32,1,0,2,0,42,34,34
"SYCP2",12,2,0,0,25,3,0,0,0,42,34,34
"PLXND1",2,1,0,0,36,2,0,0,0,41,34,34
"SFMBT2",0,0,1,0,34,3,0,3,0,41,34,34
"KCNA4",15,2,0,0,20,3,0,0,0,40,34,34
"PTPN14",2,1,0,0,27,9,0,1,0,40,34,34
"RALGAPA1",9,2,0,0,26,2,0,1,0,40,34,34
"SHPRH",7,6,0,0,17,8,0,2,0,40,34,34
"ANK1",1,1,0,0,36,0,0,1,0,39,34,34
"CDON",4,0,0,0,34,0,0,1,0,39,34,34
"NUGGC",10,2,0,0,23,3,0,1,0,39,34,34
"TRPC4",1,0,0,0,36,1,0,1,0,39,34,34
"MTUS2",0,0,1,0,37,0,0,0,0,38,34,34
"CFH",0,2,0,0,28,4,0,3,0,37,34,34
"GPR158",1,0,0,0,31,5,0,0,0,37,34,34
"CDH11",0,0,0,0,35,0,0,1,0,36,34,34
"COL4A4",4,1,0,0,25,5,0,1,0,36,34,34
"PLXNA1",5,0,0,0,31,0,0,0,0,36,34,34
"TEAD2",28,1,0,0,6,1,0,0,0,36,34,34
"SEC16A",2,2,0,0,30,1,0,0,0,35,34,34
"XYLT2",28,0,0,0,6,0,1,0,0,35,34,34
"ADGRB3",0,0,0,0,42,6,0,1,0,49,33,33
"UTP20",0,4,0,0,43,1,0,0,0,48,33,33
"UTRN",3,3,0,0,38,2,0,2,0,48,33,33
"GPR179",1,3,0,0,40,3,0,0,0,47,33,33
"USF3",6,0,0,0,37,3,0,0,0,46,33,33
"MYH6",0,0,1,0,42,1,0,1,0,45,33,33
"PKD1",1,1,1,0,41,1,0,0,0,45,33,33
"DMXL1",5,1,0,0,36,2,0,0,0,44,33,33
"COL14A1",2,2,1,0,35,3,0,0,0,43,33,33
"CTNNB1",1,0,3,0,36,3,0,0,0,43,33,33
"CACNA1F",2,0,0,0,32,5,0,3,0,42,33,33
"PKD1L1",3,1,0,0,35,1,0,2,0,42,33,33
"ADAMTSL1",6,1,0,0,31,0,0,1,0,39,33,33
"COL5A2",2,2,0,0,33,1,0,1,0,39,33,33
"CUL9",4,0,0,0,31,4,0,0,0,39,33,33
"GTF3C1",10,1,0,0,27,1,0,0,0,39,33,33
"KIAA1217",5,4,0,0,29,1,0,0,0,39,33,33
"SCAF4",12,1,1,0,19,5,0,1,0,39,33,33
"SLITRK1",2,3,0,0,31,3,0,0,0,39,33,33
"MECOM",19,2,1,0,13,2,0,1,0,38,33,33
"SCN4A",1,2,0,0,34,1,0,0,0,38,33,33
"YTHDC2",2,0,0,0,23,10,0,3,0,38,33,33
"ACAN",3,1,0,0,31,2,0,0,0,37,33,33
"KCNH7",4,1,0,0,31,0,0,1,0,37,33,33
"TNRC6B",7,2,0,0,19,9,0,0,0,37,33,33
"ZNF318",8,0,1,0,25,3,0,0,0,37,33,33
"ADAMTSL3",4,1,0,0,28,2,0,1,0,36,33,33
"BRINP3",1,1,0,0,34,0,0,0,0,36,33,33
"LAMA4",3,0,0,0,32,1,0,0,0,36,33,33
"NBEAL2",4,0,0,0,32,0,0,0,0,36,33,33
"SIPA1L1",2,2,0,0,29,3,0,0,0,36,33,33
"SORCS1",3,0,0,0,26,6,0,1,0,36,33,33
"TRPM3",0,1,0,0,33,2,0,0,0,36,33,33
"CIC",9,2,0,0,20,3,0,1,0,35,33,33
"PHF20L1",13,3,0,0,15,4,0,0,0,35,33,33
"DIP2B",4,2,0,0,24,2,0,2,0,34,33,33
"FAM47C",6,0,0,0,27,0,0,0,0,33,33,33
"GRM5",2,0,0,0,31,0,0,0,0,33,33,33
"ITPR2",3,5,0,0,36,11,0,1,0,56,32,32
"TRPM6",2,0,0,0,43,4,0,0,0,49,32,32
"FER1L6",8,3,0,0,33,0,0,2,0,46,32,32
"MIA3",0,5,0,0,34,7,0,0,0,46,32,32
"MYH13",1,0,0,0,42,3,0,0,0,46,32,32
"MGAM",1,0,0,0,37,4,0,0,0,42,32,32
"TCF20",15,3,0,0,22,2,0,0,0,42,32,32
"CELSR2",3,0,1,0,36,1,0,0,0,41,32,32
"SMARCAD1",11,1,0,0,24,2,0,3,0,41,32,32
"ZC3H18",12,4,1,0,17,5,0,0,1,40,32,32
"ATG2B",10,0,0,0,23,4,0,2,0,39,32,32
"CDH18",3,0,0,0,34,2,0,0,0,39,32,32
"NCOR2",11,0,1,0,27,0,0,0,0,39,32,32
"HDAC9",1,0,0,0,32,3,0,2,0,38,32,32
"RANBP2",4,3,0,0,28,3,0,0,0,38,32,32
"SPTBN1",0,0,1,0,33,3,0,1,0,38,32,32
"KATNIP",4,1,1,0,23,6,0,2,0,37,32,32
