"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"LCMT1",0,0,0,0,3,0,0,0,0,3,3,3
"LDHD",0,0,0,0,3,0,0,0,0,3,3,3
"LDLRAD2",0,0,0,0,3,0,0,0,0,3,3,3
"LDLRAD4",0,0,0,0,3,0,0,0,0,3,3,3
"LEFTY1",0,0,0,0,3,0,0,0,0,3,3,3
"LELP1",0,0,0,0,3,0,0,0,0,3,3,3
"LENG9",0,1,0,0,2,0,0,0,0,3,3,3
"LETMD1",0,0,0,0,3,0,0,0,0,3,3,3
"LGALS3",0,0,0,0,3,0,0,0,0,3,3,3
"LHX3",0,0,0,0,3,0,0,0,0,3,3,3
"LILRA6",0,0,0,0,3,0,0,0,0,3,3,3
"LIM2",0,0,0,0,3,0,0,0,0,3,3,3
"LINC02210-CRHR1",0,0,0,0,3,0,0,0,0,3,3,3
"LMAN1L",0,0,0,0,2,0,0,1,0,3,3,3
"LMNTD2",1,0,0,0,1,1,0,0,0,3,3,3
"LMO3",0,0,0,0,3,0,0,0,0,3,3,3
"LPGAT1",0,0,0,0,2,1,0,0,0,3,3,3
"LRMDA",0,0,0,0,1,2,0,0,0,3,3,3
"LRP11",0,0,0,0,3,0,0,0,0,3,3,3
"LRP8",0,0,0,0,3,0,0,0,0,3,3,3
"LRRC19",0,0,1,0,2,0,0,0,0,3,3,3
"LRRC2",0,0,0,0,3,0,0,0,0,3,3,3
"LRSAM1",0,0,0,0,3,0,0,0,0,3,3,3
"LSM11",0,0,0,0,1,0,0,2,0,3,3,3
"LSM3",0,0,0,0,1,2,0,0,0,3,3,3
"LSMEM2",0,0,0,0,3,0,0,0,0,3,3,3
"LTB4R2",1,0,0,0,2,0,0,0,0,3,3,3
"LUC7L",0,0,0,0,3,0,0,0,0,3,3,3
"LY75-CD302",0,0,0,0,3,0,0,0,0,3,3,3
"LYG2",0,0,0,0,3,0,0,0,0,3,3,3
"LYNX1",0,0,0,0,3,0,0,0,0,3,3,3
"LYPD2",0,0,0,0,3,0,0,0,0,3,3,3
"LYPD3",0,0,0,0,3,0,0,0,0,3,3,3
"LYPD4",0,0,0,0,2,0,0,1,0,3,3,3
"LYSMD3",0,0,0,0,3,0,0,0,0,3,3,3
"LYSMD4",0,0,0,0,2,1,0,0,0,3,3,3
"M6PR",0,0,0,0,3,0,0,0,0,3,3,3
"MAB21L3",1,0,0,0,2,0,0,0,0,3,3,3
"MAB21L4",0,0,0,0,2,1,0,0,0,3,3,3
"MAD2L1",0,0,0,0,0,3,0,0,0,3,3,3
"MAD2L1BP",0,0,1,0,2,0,0,0,0,3,3,3
"MAFK",0,0,0,0,3,0,0,0,0,3,3,3
"MAGEA4",0,0,0,0,3,0,0,0,0,3,3,3
"MAGEB5",0,0,0,0,3,0,0,0,0,3,3,3
"MAK16",0,0,0,0,3,0,0,0,0,3,3,3
"MANSC1",0,0,0,0,2,1,0,0,0,3,3,3
"MAOA",1,0,0,0,2,0,0,0,0,3,3,3
"MAP3K8",0,0,0,0,3,0,0,0,0,3,3,3
"MAPRE1",1,0,0,0,2,0,0,0,0,3,3,3
"MARCHF2",0,0,0,0,3,0,0,0,0,3,3,3
"MAT2A",0,0,0,0,3,0,0,0,0,3,3,3
"MBL2",0,0,0,0,3,0,0,0,0,3,3,3
"MBLAC2",0,0,0,0,2,1,0,0,0,3,3,3
"MCAT",0,0,0,0,3,0,0,0,0,3,3,3
"MCCD1",0,0,0,0,3,0,0,0,0,3,3,3
"MCM3",0,0,0,0,3,0,0,0,0,3,3,3
"MECR",0,0,0,0,3,0,0,0,0,3,3,3
"MED7",0,0,0,0,3,0,0,0,0,3,3,3
"MEDAG",0,0,0,0,3,0,0,0,0,3,3,3
"MEF2D",0,1,0,0,2,0,0,0,0,3,3,3
"METAP1",0,0,0,0,3,0,0,0,0,3,3,3
"METTL9",0,0,0,0,3,0,0,0,0,3,3,3
"MFAP4",0,0,0,0,3,0,0,0,0,3,3,3
"MGARP",0,0,0,0,3,0,0,0,0,3,3,3
"MGST2",3,0,0,0,0,0,0,0,0,3,3,3
"MICB",0,0,0,0,3,0,0,0,0,3,3,3
"MIEN1",0,0,0,0,3,0,0,0,0,3,3,3
"MKNK1",0,0,0,0,3,0,0,0,0,3,3,3
"MLST8",0,0,0,0,1,0,0,0,2,3,3,3
"MOB3B",0,0,0,0,2,1,0,0,0,3,3,3
"MORN5",0,0,0,0,3,0,0,0,0,3,3,3
"MOSPD2",1,0,0,0,2,0,0,0,0,3,3,3
"MRGPRE",1,0,0,0,2,0,0,0,0,3,3,3
"MRGPRF",0,0,0,0,3,0,0,0,0,3,3,3
"MRPL15",2,0,0,0,1,0,0,0,0,3,3,3
"MRPL20",0,0,0,0,3,0,0,0,0,3,3,3
"MRPL40",3,0,0,0,0,0,0,0,0,3,3,3
"MRPL48",1,0,0,0,2,0,0,0,0,3,3,3
"MRPS10",0,0,0,0,2,1,0,0,0,3,3,3
"MRPS12",0,0,0,0,3,0,0,0,0,3,3,3
"MRPS14",0,0,0,0,3,0,0,0,0,3,3,3
"MRPS6",0,0,0,0,3,0,0,0,0,3,3,3
"MRRF",0,0,0,0,3,0,0,0,0,3,3,3
"MS4A6A",3,0,0,0,0,0,0,0,0,3,3,3
"MSANTD3",1,0,0,0,1,1,0,0,0,3,3,3
"MT3",0,0,0,0,3,0,0,0,0,3,3,3
"MTERF4",0,0,0,0,3,0,0,0,0,3,3,3
"MUC1",0,0,0,0,3,0,0,0,0,3,3,3
"MUC19",1,0,0,0,2,0,0,0,0,3,3,3
"MUC7",0,0,0,0,2,1,0,0,0,3,3,3
"MXD1",0,0,0,0,1,2,0,0,0,3,3,3
"MXI1",0,0,0,0,3,0,0,0,0,3,3,3
"MYBPHL",0,0,0,0,3,0,0,0,0,3,3,3
"MYL4",0,0,0,0,3,0,0,0,0,3,3,3
"MYZAP",0,0,0,0,3,0,0,0,0,3,3,3
"N6AMT1",0,0,0,0,3,0,0,0,0,3,3,3
"NACA",0,0,0,0,3,0,0,0,0,3,3,3
"NACA2",0,0,0,0,3,0,0,0,0,3,3,3
"NAP1L4",0,0,0,0,3,0,0,0,0,3,3,3
"NAT16",0,0,0,0,3,0,0,0,0,3,3,3
"NAT8",0,0,0,0,3,0,0,0,0,3,3,3
"NBPF9",0,0,0,0,1,2,0,0,0,3,3,3
"NCBP2",0,0,0,0,3,0,0,0,0,3,3,3
"NCCRP1",1,0,0,0,2,0,0,0,0,3,3,3
"NCF1",0,0,0,0,3,0,0,0,0,3,3,3
"NDRG4",0,1,0,0,2,0,0,0,0,3,3,3
"NDUFA12",0,0,0,0,3,0,0,0,0,3,3,3
"NDUFA4",0,0,0,0,2,1,0,0,0,3,3,3
"NDUFAF2",1,0,0,0,2,0,0,0,0,3,3,3
"NDUFS8",0,0,0,0,1,0,0,2,0,3,3,3
"NECAB2",0,0,0,0,3,0,0,0,0,3,3,3
"NECAP2",0,0,0,0,3,0,0,0,0,3,3,3
"NEGR1",0,0,0,0,2,0,0,1,0,3,3,3
"NENF",0,0,0,0,3,0,0,0,0,3,3,3
"NEURL2",1,0,0,0,2,0,0,0,0,3,3,3
"NEUROG2",0,0,0,0,3,0,0,0,0,3,3,3
"NFKBIA",0,0,0,0,3,0,0,0,0,3,3,3
"NFKBIE",0,0,0,0,3,0,0,0,0,3,3,3
"NFKBIL1",0,0,0,0,3,0,0,0,0,3,3,3
"NGF",1,0,0,0,2,0,0,0,0,3,3,3
"NGRN",2,0,0,0,0,1,0,0,0,3,3,3
"NHEJ1",0,0,0,0,3,0,0,0,0,3,3,3
"NHLH2",0,0,0,0,3,0,0,0,0,3,3,3
"NICN1",0,0,0,0,3,0,0,0,0,3,3,3
"NIPA1",0,0,0,0,3,0,0,0,0,3,3,3
"NIT2",0,0,0,0,2,0,0,1,0,3,3,3
"NME5",1,0,0,0,2,0,0,0,0,3,3,3
"NME6",0,0,0,0,3,0,0,0,0,3,3,3
"NMI",0,0,0,0,2,1,0,0,0,3,3,3
"NMRK1",0,1,0,0,2,0,0,0,0,3,3,3
"NOA1",0,0,0,0,2,1,0,0,0,3,3,3
"NOB1",0,0,0,0,3,0,0,0,0,3,3,3
"NOL10",0,0,0,0,3,0,0,0,0,3,3,3
"NOL11",0,0,0,0,2,0,0,0,1,3,3,3
"NOP10",0,0,0,0,3,0,0,0,0,3,3,3
"NOVA2",0,0,0,0,3,0,0,0,0,3,3,3
"NPPA",0,0,0,0,3,0,0,0,0,3,3,3
"NPPB",0,0,0,0,3,0,0,0,0,3,3,3
"NPTX1",1,0,0,0,2,0,0,0,0,3,3,3
"NPY4R",0,0,1,0,2,0,0,0,0,3,3,3
"NQO1",0,0,0,1,2,0,0,0,0,3,3,3
"NR2C2AP",2,0,0,0,1,0,0,0,0,3,3,3
"NR2F6",0,0,0,0,3,0,0,0,0,3,3,3
"NR4A1",0,0,0,0,3,0,0,0,0,3,3,3
"NREP",2,0,0,0,1,0,0,0,0,3,3,3
"NRG4",0,0,0,0,3,0,0,0,0,3,3,3
"NRIP3",0,0,0,0,3,0,0,0,0,3,3,3
"NRL",1,1,0,0,1,0,0,0,0,3,3,3
"NRM",0,2,0,0,1,0,0,0,0,3,3,3
"NRSN1",0,1,0,0,1,1,0,0,0,3,3,3
"NSA2",0,0,0,0,3,0,0,0,0,3,3,3
"NSMCE4A",0,0,0,0,3,0,0,0,0,3,3,3
"NSUN7",0,0,0,0,3,0,0,0,0,3,3,3
"NT5DC2",0,0,0,0,2,0,0,1,0,3,3,3
"NUDT1",0,0,0,0,3,0,0,0,0,3,3,3
"NUDT17",0,0,0,0,3,0,0,0,0,3,3,3
"OASL",1,0,0,0,2,0,0,0,0,3,3,3
"OAT",1,0,0,0,2,0,0,0,0,3,3,3
"OBP2A",0,0,0,0,3,0,0,0,0,3,3,3
"ODC1",0,0,0,0,2,1,0,0,0,3,3,3
"ODF3L1",1,0,0,0,2,0,0,0,0,3,3,3
"OGFOD1",0,0,0,0,3,0,0,0,0,3,3,3
"OMP",0,0,0,0,3,0,0,0,0,3,3,3
"OR10G2",0,0,0,0,3,0,0,0,0,3,3,3
"OR10G8",0,0,0,0,3,0,0,0,0,3,3,3
"OR10H3",0,0,0,0,3,0,0,0,0,3,3,3
"OR10V1",0,0,0,0,3,0,0,0,0,3,3,3
"OR11G2",0,0,0,0,1,2,0,0,0,3,3,3
"OR13C2",0,0,0,0,3,0,0,0,0,3,3,3
"OR1K1",0,1,0,0,2,0,0,0,0,3,3,3
"OR1S1",0,0,0,0,3,0,0,0,0,3,3,3
"OR2AG2",0,1,0,0,2,0,0,0,0,3,3,3
"OR2C3",0,0,0,0,2,1,0,0,0,3,3,3
"OR2J2",0,0,0,0,3,0,0,0,0,3,3,3
"OR4F15",0,0,0,0,3,0,0,0,0,3,3,3
"OR4F4",1,0,0,0,2,0,0,0,0,3,3,3
"OR4F5",0,0,0,0,3,0,0,0,0,3,3,3
"OR4N5",0,0,0,0,3,0,0,0,0,3,3,3
"OR51D1",0,0,0,0,3,0,0,0,0,3,3,3
"OR52I1",0,0,0,0,3,0,0,0,0,3,3,3
"OR5A1",0,0,0,0,3,0,0,0,0,3,3,3
"OR5M10",0,0,0,0,2,1,0,0,0,3,3,3
"OR5T1",0,0,0,0,3,0,0,0,0,3,3,3
"OR6A2",0,0,0,0,3,0,0,0,0,3,3,3
"OR7D4",0,0,0,0,3,0,0,0,0,3,3,3
"OR7G3",0,0,0,0,3,0,0,0,0,3,3,3
"OR8B8",0,0,0,0,3,0,0,0,0,3,3,3
"OR8D1",0,0,0,0,3,0,0,0,0,3,3,3
"OR8J3",0,0,0,0,3,0,0,0,0,3,3,3
"ORAI3",0,0,0,0,3,0,0,0,0,3,3,3
"ORC6",1,0,0,0,2,0,0,0,0,3,3,3
"OSCAR",0,0,0,0,3,0,0,0,0,3,3,3
"OTULINL",1,0,0,0,2,0,0,0,0,3,3,3
"OVOL1",0,0,0,0,3,0,0,0,0,3,3,3
"OXGR1",0,0,0,0,3,0,0,0,0,3,3,3
"P2RY1",0,0,0,0,3,0,0,0,0,3,3,3
"P4HTM",0,0,0,0,3,0,0,0,0,3,3,3
"PAAF1",0,0,0,0,2,1,0,0,0,3,3,3
"PAGE1",0,0,1,0,2,0,0,0,0,3,3,3
"PANK2",0,0,0,0,3,0,0,0,0,3,3,3
"PANX3",0,0,0,0,3,0,0,0,0,3,3,3
"PAQR3",0,0,0,0,3,0,0,0,0,3,3,3
"PAQR6",0,0,1,0,2,0,0,0,0,3,3,3
"PBLD",0,0,0,0,2,0,0,1,0,3,3,3
"PCMT1",0,0,0,0,3,0,0,0,0,3,3,3
"PCP2",0,0,1,0,2,0,0,0,0,3,3,3
"PCTP",0,0,0,0,2,1,0,0,0,3,3,3
"PCYT2",0,0,0,0,3,0,0,0,0,3,3,3
"PDIK1L",1,0,0,0,0,2,0,0,0,3,3,3
"PDXK",0,0,0,0,2,0,0,1,0,3,3,3
"PEAK3",0,1,0,0,2,0,0,0,0,3,3,3
"PECAM1",0,0,0,0,2,1,0,0,0,3,3,3
"PEF1",0,0,0,0,3,0,0,0,0,3,3,3
"PEG10",0,0,0,0,3,0,0,0,0,3,3,3
"PEMT",0,0,0,0,3,0,0,0,0,3,3,3
"PERP",0,0,0,0,3,0,0,0,0,3,3,3
"PEX10",0,0,0,0,3,0,0,0,0,3,3,3
"PF4",0,0,0,0,3,0,0,0,0,3,3,3
"PFDN1",0,0,0,0,3,0,0,0,0,3,3,3
"PFDN6",0,0,0,0,3,0,0,0,0,3,3,3
"PFKM",0,0,0,0,3,0,0,0,0,3,3,3
"PFN2",0,0,0,0,3,0,0,0,0,3,3,3
"PGAM2",0,1,0,0,2,0,0,0,0,3,3,3
"PGAM4",0,0,0,0,3,0,0,0,0,3,3,3
"PGAM5",0,0,0,0,3,0,0,0,0,3,3,3
"PGBD2",0,0,0,0,2,1,0,0,0,3,3,3
"PHF6",0,0,0,0,3,0,0,0,0,3,3,3
"PHGDH",0,0,0,0,3,0,0,0,0,3,3,3
"PHOSPHO1",0,0,0,0,1,1,0,0,1,3,3,3
"PI3",0,0,0,0,3,0,0,0,0,3,3,3
"PICK1",0,1,0,0,2,0,0,0,0,3,3,3
"PIGP",1,0,0,0,2,0,0,0,0,3,3,3
"PIGU",0,0,0,0,3,0,0,0,0,3,3,3
"PIGZ",2,0,0,0,1,0,0,0,0,3,3,3
"PILRA",0,0,0,0,3,0,0,0,0,3,3,3
"PIP",0,0,0,0,3,0,0,0,0,3,3,3
"PIP4P1",3,0,0,0,0,0,0,0,0,3,3,3
"PLA2G2E",0,0,0,0,3,0,0,0,0,3,3,3
"PLA2G2F",0,0,0,0,3,0,0,0,0,3,3,3
"PLBD1",0,0,0,0,3,0,0,0,0,3,3,3
"PLEKHD1",0,0,0,0,2,1,0,0,0,3,3,3
"PLP2",0,0,0,0,3,0,0,0,0,3,3,3
"PLPBP",1,0,0,0,2,0,0,0,0,3,3,3
"PLPP5",0,0,0,0,3,0,0,0,0,3,3,3
"PLPPR2",1,0,0,0,2,0,0,0,0,3,3,3
"PMM1",0,0,0,0,3,0,0,0,0,3,3,3
"PMP2",0,0,0,0,3,0,0,0,0,3,3,3
"PNPO",0,0,0,0,3,0,0,0,0,3,3,3
"POLA2",0,0,0,0,3,0,0,0,0,3,3,3
"POLE3",0,0,0,0,3,0,0,0,0,3,3,3
"POLR2D",0,0,0,0,3,0,0,0,0,3,3,3
"POLR2H",0,0,0,0,2,1,0,0,0,3,3,3
"POLR3F",0,0,0,0,3,0,0,0,0,3,3,3
"POLR3H",1,0,0,0,2,0,0,0,0,3,3,3
"POM121L2",1,0,0,0,2,0,0,0,0,3,3,3
"POTEJ",0,0,0,0,2,1,0,0,0,3,3,3
"POU2AF1",0,0,0,0,2,0,0,1,0,3,3,3
"POU2F3",0,0,0,0,3,0,0,0,0,3,3,3
"PPIB",1,0,0,0,2,0,0,0,0,3,3,3
"PPIL1",0,0,0,0,3,0,0,0,0,3,3,3
"PPIP5K1",0,0,0,0,3,0,0,0,0,3,3,3
"PPM1F",0,0,0,0,3,0,0,0,0,3,3,3
"PPM1J",0,0,0,0,3,0,0,0,0,3,3,3
"PPP1CA",0,0,0,0,3,0,0,0,0,3,3,3
"PPP1R17",0,0,0,0,3,0,0,0,0,3,3,3
"PPP1R1C",0,0,0,0,1,2,0,0,0,3,3,3
"PPP1R3B",0,0,0,0,3,0,0,0,0,3,3,3
"PPP2CA",0,0,0,0,3,0,0,0,0,3,3,3
"PPP3R2",0,0,0,0,2,1,0,0,0,3,3,3
"PRAMEF15",0,0,0,0,3,0,0,0,0,3,3,3
"PRC1",0,0,0,0,3,0,0,0,0,3,3,3
"PRDM12",0,0,0,0,2,0,0,1,0,3,3,3
"PRELID2",1,0,0,0,2,0,0,0,0,3,3,3
"PRELID3A",0,0,0,0,3,0,0,0,0,3,3,3
"PRIMA1",0,0,0,0,3,0,0,0,0,3,3,3
"PRKACB",0,0,0,0,2,1,0,0,0,3,3,3
"PRKAR1A",0,0,0,0,3,0,0,0,0,3,3,3
"PRKX",0,0,0,0,3,0,0,0,0,3,3,3
"PRMT1",0,0,0,0,3,0,0,0,0,3,3,3
"PROK1",0,0,0,0,2,1,0,0,0,3,3,3
"PRPF39",0,0,0,0,3,0,0,0,0,3,3,3
"PRPH",0,0,0,0,2,1,0,0,0,3,3,3
"PRPH2",0,0,0,0,3,0,0,0,0,3,3,3
"PRPS1",0,0,0,0,3,0,0,0,0,3,3,3
"PRPSAP2",0,0,0,0,3,0,0,0,0,3,3,3
"PRR15L",1,0,0,0,1,1,0,0,0,3,3,3
"PRRT1",1,0,0,0,2,0,0,0,0,3,3,3
"PRSS21",0,0,0,0,3,0,0,0,0,3,3,3
"PRSS48",1,0,0,0,2,0,0,0,0,3,3,3
"PRSS58",0,1,0,0,2,0,0,0,0,3,3,3
"PRUNE1",1,0,0,0,2,0,0,0,0,3,3,3
"PRXL2B",0,0,0,0,3,0,0,0,0,3,3,3
"PSG11",0,0,0,0,3,0,0,0,0,3,3,3
"PSMA4",0,0,0,0,2,1,0,0,0,3,3,3
"PSMA7",0,0,1,0,1,1,0,0,0,3,3,3
"PSMB2",0,0,0,0,3,0,0,0,0,3,3,3
"PSMB3",0,0,0,0,3,0,0,0,0,3,3,3
"PSMB5",1,0,0,0,2,0,0,0,0,3,3,3
"PSMB9",0,0,0,0,3,0,0,0,0,3,3,3
"PSMD13",0,0,0,0,3,0,0,0,0,3,3,3
"PSMD14",0,0,0,0,3,0,0,0,0,3,3,3
"PSMD7",0,0,0,0,2,1,0,0,0,3,3,3
"PSMD9",0,0,0,0,2,0,0,1,0,3,3,3
"PSORS1C2",0,0,0,0,3,0,0,0,0,3,3,3
"PTAFR",0,0,0,0,3,0,0,0,0,3,3,3
"PTGDS",0,0,0,0,3,0,0,0,0,3,3,3
"PTGES2",0,0,0,0,3,0,0,0,0,3,3,3
"PTH",0,0,0,0,3,0,0,0,0,3,3,3
"PTK6",0,0,0,0,3,0,0,0,0,3,3,3
"PTMS",0,0,0,0,3,0,0,0,0,3,3,3
"PTPA",0,0,0,0,3,0,0,0,0,3,3,3
"PTPN20",0,1,0,0,2,0,0,0,0,3,3,3
"PTTG1",1,0,0,0,2,0,0,0,0,3,3,3
"PUDP",0,0,0,0,3,0,0,0,0,3,3,3
"PURA",0,0,2,0,0,1,0,0,0,3,3,3
"PXYLP1",0,0,0,0,3,0,0,0,0,3,3,3
"QPCT",1,1,0,0,1,0,0,0,0,3,3,3
"RAB11A",0,0,0,0,1,1,0,0,1,3,3,3
"RAB11FIP3",0,0,0,0,3,0,0,0,0,3,3,3
"RAB14",0,0,1,0,2,0,0,0,0,3,3,3
"RAB1A",0,0,0,0,3,0,0,0,0,3,3,3
"RAB26",0,0,0,0,1,0,0,2,0,3,3,3
"RAB28",2,0,0,0,1,0,0,0,0,3,3,3
"RAB29",0,0,0,0,3,0,0,0,0,3,3,3
"RAB3A",0,0,1,0,2,0,0,0,0,3,3,3
"RAB40B",0,0,0,0,3,0,0,0,0,3,3,3
"RAB41",0,0,0,0,3,0,0,0,0,3,3,3
"RABEPK",1,0,0,0,2,0,0,0,0,3,3,3
"RAC3",0,0,0,0,3,0,0,0,0,3,3,3
"RACK1",0,0,1,0,2,0,0,0,0,3,3,3
"RAD52",0,0,0,0,2,1,0,0,0,3,3,3
"RALB",0,0,0,0,3,0,0,0,0,3,3,3
"RASA4",0,0,0,0,3,0,0,0,0,3,3,3
"RASD1",0,0,0,0,3,0,0,0,0,3,3,3
"RASGEF1C",0,0,0,0,3,0,0,0,0,3,3,3
"RASL11B",0,0,0,0,2,1,0,0,0,3,3,3
"RASSF3",0,0,0,0,3,0,0,0,0,3,3,3
"RASSF8",1,0,0,0,2,0,0,0,0,3,3,3
"RBBP4",0,0,0,0,3,0,0,0,0,3,3,3
"RBBP9",2,0,0,0,1,0,0,0,0,3,3,3
"RBM11",1,0,0,0,2,0,0,0,0,3,3,3
"RBM18",0,0,0,0,2,1,0,0,0,3,3,3
"RBMXL1",0,0,0,0,3,0,0,0,0,3,3,3
"RBMXL3",0,0,0,0,3,0,0,0,0,3,3,3
"RBP2",0,0,0,0,3,0,0,0,0,3,3,3
"RBP4",0,0,0,0,3,0,0,0,0,3,3,3
"RBP7",0,0,0,0,2,1,0,0,0,3,3,3
"RBPMS2",0,0,0,0,3,0,0,0,0,3,3,3
"RDH12",0,0,0,0,3,0,0,0,0,3,3,3
"RENBP",0,0,0,0,3,0,0,0,0,3,3,3
"REPIN1",0,0,0,0,2,1,0,0,0,3,3,3
"RER1",0,0,0,0,3,0,0,0,0,3,3,3
"RETN",0,0,0,0,2,1,0,0,0,3,3,3
"RETNLB",0,0,0,0,3,0,0,0,0,3,3,3
"RFC3",3,0,0,0,0,0,0,0,0,3,3,3
"RFXAP",1,0,0,0,2,0,0,0,0,3,3,3
"RGPD2",1,0,0,0,2,0,0,0,0,3,3,3
"RGPD4",1,0,0,0,1,1,0,0,0,3,3,3
"RGS5",1,0,0,0,2,0,0,0,0,3,3,3
"RGS9BP",0,0,0,0,3,0,0,0,0,3,3,3
"RHBDD1",0,0,0,0,3,0,0,0,0,3,3,3
"RHBDD2",0,0,0,0,3,0,0,0,0,3,3,3
"RHNO1",0,0,0,0,3,0,0,0,0,3,3,3
"RHOU",0,0,0,0,3,0,0,0,0,3,3,3
"RHOXF1",0,0,0,0,3,0,0,0,0,3,3,3
"RIBC1",0,0,0,0,3,0,0,0,0,3,3,3
"RILPL2",0,0,0,0,3,0,0,0,0,3,3,3
"RMDN3",0,0,0,0,3,0,0,0,0,3,3,3
"RNASE4",0,0,0,0,3,0,0,0,0,3,3,3
"RNASEH2B",0,0,0,0,3,0,0,0,0,3,3,3
"RNASET2",1,0,0,0,1,0,0,1,0,3,3,3
"RND3",0,0,0,0,3,0,0,0,0,3,3,3
"RNF121",0,0,0,0,3,0,0,0,0,3,3,3
"RNF135",0,0,0,0,3,0,0,0,0,3,3,3
"RNF157",0,0,0,0,3,0,0,0,0,3,3,3
"RNF170",0,0,0,0,1,2,0,0,0,3,3,3
"RNF182",0,0,0,0,3,0,0,0,0,3,3,3
"RNF183",0,0,0,0,3,0,0,0,0,3,3,3
"RNF2",1,0,0,0,2,0,0,0,0,3,3,3
"RNF217",0,0,0,0,3,0,0,0,0,3,3,3
"RNF24",0,0,0,0,3,0,0,0,0,3,3,3
"ROM1",0,0,0,0,3,0,0,0,0,3,3,3
"ROPN1",0,0,0,0,2,0,0,1,0,3,3,3
"ROPN1L",0,0,0,0,2,1,0,0,0,3,3,3
"RPA2",0,0,0,0,3,0,0,0,0,3,3,3
"RPAIN",0,0,2,0,1,0,0,0,0,3,3,3
"RPL10A",1,0,0,0,2,0,0,0,0,3,3,3
"RPL12",1,0,0,0,2,0,0,0,0,3,3,3
"RPL14",0,0,0,0,3,0,0,0,0,3,3,3
"RPL22L1",0,0,0,0,3,0,0,0,0,3,3,3
"RPL31",0,0,0,0,2,0,0,1,0,3,3,3
"RPL34",1,0,0,0,2,0,0,0,0,3,3,3
"RPL39",0,0,0,0,3,0,0,0,0,3,3,3
"RPL6",0,0,0,0,3,0,0,0,0,3,3,3
"RPL9",0,0,0,0,3,0,0,0,0,3,3,3
"RPP25L",1,0,0,0,2,0,0,0,0,3,3,3
"RPP30",0,0,0,0,3,0,0,0,0,3,3,3
"RPRD1A",0,0,0,0,3,0,0,0,0,3,3,3
"RPS11",1,0,0,0,2,0,0,0,0,3,3,3
"RPS13",0,0,0,0,3,0,0,0,0,3,3,3
"RPS9",0,0,0,0,3,0,0,0,0,3,3,3
"RRAGC",1,0,0,0,2,0,0,0,0,3,3,3
"RRAS2",0,0,0,0,3,0,0,0,0,3,3,3
"RTL8C",0,0,0,0,2,1,0,0,0,3,3,3
"S100A7L2",0,0,0,0,3,0,0,0,0,3,3,3
"S100B",0,0,0,0,3,0,0,0,0,3,3,3
"S100G",0,0,0,0,3,0,0,0,0,3,3,3
"S1PR2",0,0,0,0,3,0,0,0,0,3,3,3
"S1PR3",0,0,0,0,3,0,0,0,0,3,3,3
"SAC3D1",0,0,0,0,3,0,0,0,0,3,3,3
"SACM1L",1,0,0,0,2,0,0,0,0,3,3,3
"SAMD8",0,0,0,0,3,0,0,0,0,3,3,3
"SAMM50",0,0,0,0,3,0,0,0,0,3,3,3
"SAP30L",0,0,0,0,3,0,0,0,0,3,3,3
"SAPCD2",0,0,0,0,3,0,0,0,0,3,3,3
"SARS2",0,0,0,0,2,0,0,0,1,3,3,3
"SART1",0,0,0,0,3,0,0,0,0,3,3,3
"SAT2",0,0,0,0,3,0,0,0,0,3,3,3
"SAYSD1",0,0,0,0,3,0,0,0,0,3,3,3
"SCAMP3",0,0,0,0,3,0,0,0,0,3,3,3
"SCD5",0,0,0,0,3,0,0,0,0,3,3,3
"SCGB2B2",0,0,0,0,3,0,0,0,0,3,3,3
"SCO2",0,0,0,0,3,0,0,0,0,3,3,3
"SCRT1",0,0,0,0,3,0,0,0,0,3,3,3
"SEC23B",0,0,0,0,3,0,0,0,0,3,3,3
"SEC61B",1,0,0,0,2,0,0,0,0,3,3,3
"SEC62",1,0,0,0,2,0,0,0,0,3,3,3
"SECTM1",0,0,0,0,3,0,0,0,0,3,3,3
"SELENOT",0,0,0,0,3,0,0,0,0,3,3,3
"SELENOV",0,0,0,0,2,0,0,0,1,3,3,3
"SEMA7A",0,0,0,0,3,0,0,0,0,3,3,3
"SEPTIN1",0,0,0,0,3,0,0,0,0,3,3,3
"SEPTIN12",0,0,0,0,3,0,0,0,0,3,3,3
"SERBP1",0,0,0,0,2,0,0,1,0,3,3,3
"SERPINA3",0,0,0,0,3,0,0,0,0,3,3,3
"SERTAD3",0,0,0,0,3,0,0,0,0,3,3,3
"SERTM1",0,0,0,0,3,0,0,0,0,3,3,3
"SFT2D2",0,0,0,0,2,1,0,0,0,3,3,3
"SFTPA1",0,0,0,0,3,0,0,0,0,3,3,3
"SFTPC",0,0,0,0,2,0,0,1,0,3,3,3
"SFXN3",0,0,0,0,3,0,0,0,0,3,3,3
"SFXN4",0,0,0,0,3,0,0,0,0,3,3,3
"SGSM2",0,0,0,0,3,0,0,0,0,3,3,3
"SH2D2A",0,0,0,0,1,1,0,1,0,3,3,3
"SH2D4B",1,0,0,0,2,0,0,0,0,3,3,3
"SH3BGRL2",2,0,0,0,1,0,0,0,0,3,3,3
"SHISA2",0,0,0,0,3,0,0,0,0,3,3,3
"SHISA4",0,0,0,0,3,0,0,0,0,3,3,3
"SIGIRR",0,0,0,0,2,1,0,0,0,3,3,3
